site,depth,lateral,time,test,location,values,num_test
2,1,5,18,NO3,Unlined,NA,TRUE
2,1,5,18,EC,P2.A,356,TRUE
2,1,5,18,EC,P2.B,356,TRUE
2,1,5,18,EC,P2.C,356,TRUE
2,1,5,18,EC,P1.D,NA,TRUE
2,1,5,18,EC,P1.E,NA,TRUE
2,1,5,18,EC,P1.F,NA,TRUE
2,1,5,18,EC,M,NA,TRUE
2,1,5,18,EC,Lined,356,TRUE
2,1,5,18,EC,Unlined,NA,TRUE
2,1,5,18,P,P2.A,1.15,TRUE
2,1,5,18,P,P2.B,1.15,TRUE
2,1,5,18,P,P2.C,1.15,TRUE
2,1,5,18,P,P1.D,NA,TRUE
2,1,5,18,P,P1.E,NA,TRUE
2,1,5,18,P,P1.F,NA,TRUE
2,1,5,18,P,M,NA,TRUE
2,1,5,18,P,Lined,1.15,TRUE
2,1,5,18,P,Unlined,NA,TRUE
2,1,5,18,TC,P2.A,0,TRUE
2,1,5,18,TC,P2.B,0,TRUE
2,1,5,18,TC,P2.C,0,TRUE
2,1,5,18,TC,P1.D,NA,TRUE
2,1,5,18,TC,P1.E,NA,TRUE
2,1,5,18,TC,P1.F,NA,TRUE
2,1,5,18,TC,M,NA,TRUE
2,1,5,18,TC,Lined,0,TRUE
2,1,5,18,TC,Unlined,NA,TRUE
2,1.5,1,18,pH,P2.A,8.33,TRUE
2,1.5,1,18,pH,P2.B,8.33,TRUE
2,1.5,1,18,pH,P2.C,8.33,TRUE
2,1.5,1,18,pH,P1.D,NA,TRUE
2,1.5,1,18,pH,P1.E,NA,TRUE
2,1.5,1,18,pH,P1.F,NA,TRUE
2,1.5,1,18,pH,M,NA,TRUE
2,1.5,1,18,pH,Lined,8.33,TRUE
2,1.5,1,18,pH,Unlined,NA,TRUE
2,1.5,1,18,NH4,P2.A,0.07,TRUE
2,1.5,1,18,NH4,P2.B,0.07,TRUE
2,1.5,1,18,NH4,P2.C,0.07,TRUE
2,1.5,1,18,NH4,P1.D,NA,TRUE
2,1.5,1,18,NH4,P1.E,NA,TRUE
2,1.5,1,18,NH4,P1.F,NA,TRUE
2,1.5,1,18,NH4,M,NA,TRUE
2,1.5,1,18,NH4,Lined,0.07,TRUE
2,1.5,1,18,NH4,Unlined,NA,TRUE
2,1.5,1,18,NO3,P2.A,8.7,TRUE
2,1.5,1,18,NO3,P2.B,8.7,TRUE
2,1.5,1,18,NO3,P2.C,8.7,TRUE
2,1.5,1,18,NO3,P1.D,NA,TRUE
2,1.5,1,18,NO3,P1.E,NA,TRUE
2,1.5,1,18,NO3,P1.F,NA,TRUE
2,1.5,1,18,NO3,M,NA,TRUE
2,1.5,1,18,NO3,Lined,8.7,TRUE
2,1.5,1,18,NO3,Unlined,NA,TRUE
2,1.5,1,18,EC,P2.A,311,TRUE
2,1.5,1,18,EC,P2.B,311,TRUE
2,1.5,1,18,EC,P2.C,311,TRUE
2,1.5,1,18,EC,P1.D,NA,TRUE
2,1.5,1,18,EC,P1.E,NA,TRUE
2,1.5,1,18,EC,P1.F,NA,TRUE
2,1.5,1,18,EC,M,NA,TRUE
2,1.5,1,18,EC,Lined,311,TRUE
2,1.5,1,18,EC,Unlined,NA,TRUE
2,1.5,1,18,P,P2.A,0.62,TRUE
2,1.5,1,18,P,P2.B,0.62,TRUE
2,1.5,1,18,P,P2.C,0.62,TRUE
2,1.5,1,18,P,P1.D,NA,TRUE
2,1.5,1,18,P,P1.E,NA,TRUE
2,1.5,1,18,P,P1.F,NA,TRUE
2,1.5,1,18,P,M,NA,TRUE
2,1.5,1,18,P,Lined,0.62,TRUE
2,1.5,1,18,P,Unlined,NA,TRUE
2,1.5,1,18,TC,P2.A,0,TRUE
2,1.5,1,18,TC,P2.B,0,TRUE
2,1.5,1,18,TC,P2.C,0,TRUE
2,1.5,1,18,TC,P1.D,NA,TRUE
2,1.5,1,18,TC,P1.E,NA,TRUE
2,1.5,1,18,TC,P1.F,NA,TRUE
2,1.5,1,18,TC,M,NA,TRUE
2,1.5,1,18,TC,Lined,0,TRUE
2,1.5,1,18,TC,Unlined,NA,TRUE
2,1.5,5,18,pH,P2.A,8.22,TRUE
2,1.5,5,18,pH,P2.B,8.22,TRUE
2,1.5,5,18,pH,P2.C,8.22,TRUE
2,1.5,5,18,pH,P1.D,NA,TRUE
2,1.5,5,18,pH,P1.E,NA,TRUE
2,1.5,5,18,pH,P1.F,NA,TRUE
2,1.5,5,18,pH,M,NA,TRUE
2,1.5,5,18,pH,Lined,8.22,TRUE
2,1.5,5,18,pH,Unlined,NA,TRUE
2,1.5,5,18,NH4,P2.A,0.03,TRUE
2,1.5,5,18,NH4,P2.B,0.03,TRUE
2,1.5,5,18,NH4,P2.C,0.03,TRUE
2,1.5,5,18,NH4,P1.D,NA,TRUE
2,1.5,5,18,NH4,P1.E,NA,TRUE
2,1.5,5,18,NH4,P1.F,NA,TRUE
2,1.5,5,18,NH4,M,NA,TRUE
2,1.5,5,18,NH4,Lined,0.03,TRUE
2,1.5,5,18,NH4,Unlined,NA,TRUE
2,1.5,5,18,NO3,P2.A,11.7,TRUE
2,1.5,5,18,NO3,P2.B,11.7,TRUE
2,1.5,5,18,NO3,P2.C,11.7,TRUE
2,1.5,5,18,NO3,P1.D,NA,TRUE
2,1.5,5,18,NO3,P1.E,NA,TRUE
2,1.5,5,18,NO3,P1.F,NA,TRUE
2,1.5,5,18,NO3,M,NA,TRUE
2,1.5,5,18,NO3,Lined,11.7,TRUE
2,1.5,5,18,NO3,Unlined,NA,TRUE
2,1.5,5,18,EC,P2.A,225,TRUE
2,1.5,5,18,EC,P2.B,225,TRUE
2,1.5,5,18,EC,P2.C,225,TRUE
2,1.5,5,18,EC,P1.D,NA,TRUE
2,1.5,5,18,EC,P1.E,NA,TRUE
2,1.5,5,18,EC,P1.F,NA,TRUE
2,1.5,5,18,EC,M,NA,TRUE
2,1.5,5,18,EC,Lined,225,TRUE
2,1.5,5,18,EC,Unlined,NA,TRUE
2,1.5,5,18,P,P2.A,0.34,TRUE
2,1.5,5,18,P,P2.B,0.34,TRUE
2,1.5,5,18,P,P2.C,0.34,TRUE
2,1.5,5,18,P,P1.D,NA,TRUE
2,1.5,5,18,P,P1.E,NA,TRUE
2,1.5,5,18,P,P1.F,NA,TRUE
2,1.5,5,18,P,M,NA,TRUE
2,1.5,5,18,P,Lined,0.34,TRUE
2,1.5,5,18,P,Unlined,NA,TRUE
2,1.5,5,18,TC,P2.A,0,TRUE
2,1.5,5,18,TC,P2.B,0,TRUE
2,1.5,5,18,TC,P2.C,0,TRUE
2,1.5,5,18,TC,P1.D,NA,TRUE
2,1.5,5,18,TC,P1.E,NA,TRUE
2,1.5,5,18,TC,P1.F,NA,TRUE
2,1.5,5,18,TC,M,NA,TRUE
2,1.5,5,18,TC,Lined,0,TRUE
2,1.5,5,18,TC,Unlined,NA,TRUE
2,1,1,45,pH,P2.A,8.45,TRUE
2,1,1,45,pH,P2.B,8.45,TRUE
2,1,1,45,pH,P2.C,8.45,TRUE
2,1,1,45,pH,P1.D,8.66,TRUE
2,1,1,45,pH,P1.E,8.66,TRUE
2,1,1,45,pH,P1.F,8.66,TRUE
2,1,1,45,pH,M,NA,TRUE
2,1,1,45,pH,Lined,8.45,TRUE
2,1,1,45,pH,Unlined,8.66,TRUE
2,1,1,45,NH4,P2.A,1.33,TRUE
2,1,1,45,NH4,P2.B,1.33,TRUE
2,1,1,45,NH4,P2.C,1.33,TRUE
2,1,1,45,NH4,P1.D,1.14,TRUE
2,1,1,45,NH4,P1.E,1.14,TRUE
2,1,1,45,NH4,P1.F,1.14,TRUE
2,1,1,45,NH4,M,NA,TRUE
2,1,1,45,NH4,Lined,1.33,TRUE
2,1,1,45,NH4,Unlined,1.14,TRUE
2,1,1,45,NO3,P2.A,8.1,TRUE
2,1,1,45,NO3,P2.B,8.1,TRUE
2,1,1,45,NO3,P2.C,8.1,TRUE
2,1,1,45,NO3,P1.D,24.6,TRUE
2,1,1,45,NO3,P1.E,24.6,TRUE
2,1,1,45,NO3,P1.F,24.6,TRUE
2,1,1,45,NO3,M,NA,TRUE
2,1,1,45,NO3,Lined,8.1,TRUE
2,1,1,45,NO3,Unlined,24.6,TRUE
2,1,1,45,EC,P2.A,1399,TRUE
2,1,1,45,EC,P2.B,1399,TRUE
2,1,1,45,EC,P2.C,1399,TRUE
2,1,1,45,EC,P1.D,2198,TRUE
2,1,1,45,EC,P1.E,2198,TRUE
2,1,1,45,EC,P1.F,2198,TRUE
2,1,1,45,EC,M,NA,TRUE
2,1,1,45,EC,Lined,1399,TRUE
2,1,1,45,EC,Unlined,2198,TRUE
2,1,1,45,P,P2.A,0.47,TRUE
2,1,1,45,P,P2.B,0.47,TRUE
2,1,1,45,P,P2.C,0.47,TRUE
2,1,1,45,P,P1.D,0.71,TRUE
2,1,1,45,P,P1.E,0.71,TRUE
2,1,1,45,P,P1.F,0.71,TRUE
2,1,1,45,P,M,NA,TRUE
2,1,1,45,P,Lined,0.47,TRUE
2,1,1,45,P,Unlined,0.71,TRUE
2,1,1,45,TC,P2.A,0,TRUE
2,1,1,45,TC,P2.B,0,TRUE
2,1,1,45,TC,P2.C,0,TRUE
2,1,1,45,TC,P1.D,0,TRUE
2,1,1,45,TC,P1.E,0,TRUE
2,1,1,45,TC,P1.F,0,TRUE
2,1,1,45,TC,M,NA,TRUE
2,1,1,45,TC,Lined,0,TRUE
2,1,1,45,TC,Unlined,0,TRUE
2,1,5,45,pH,P2.A,8.44,TRUE
2,1,5,45,pH,P2.B,8.44,TRUE
2,1,5,45,pH,P2.C,8.44,TRUE
2,1,5,45,pH,P1.D,8.64,TRUE
2,1,5,45,pH,P1.E,8.64,TRUE
2,1,5,45,pH,P1.F,8.64,TRUE
2,1,5,45,pH,M,NA,TRUE
2,1,5,45,pH,Lined,8.44,TRUE
2,1,5,45,pH,Unlined,8.64,TRUE
2,1,5,45,NH4,P2.A,0.92,TRUE
2,1,5,45,NH4,P2.B,0.92,TRUE
2,1,5,45,NH4,P2.C,0.92,TRUE
2,1,5,45,NH4,P1.D,1.04,TRUE
2,1,5,45,NH4,P1.E,1.04,TRUE
2,1,5,45,NH4,P1.F,1.04,TRUE
2,1,5,45,NH4,M,NA,TRUE
2,1,5,45,NH4,Lined,0.92,TRUE
2,1,5,45,NH4,Unlined,1.04,TRUE
2,1,5,45,NO3,P2.A,4.5,TRUE
2,1,5,45,NO3,P2.B,4.5,TRUE
2,1,5,45,NO3,P2.C,4.5,TRUE
2,1,5,45,NO3,P1.D,8,TRUE
2,1,5,45,NO3,P1.E,8,TRUE
2,1,5,45,NO3,P1.F,8,TRUE
2,1,5,45,NO3,M,NA,TRUE
2,1,5,45,NO3,Lined,4.5,TRUE
2,1,5,45,NO3,Unlined,8,TRUE
2,1,5,45,EC,P2.A,1120,TRUE
2,1,5,45,EC,P2.B,1120,TRUE
2,1,5,45,EC,P2.C,1120,TRUE
2,1,5,45,EC,P1.D,690,TRUE
2,1,5,45,EC,P1.E,690,TRUE
2,1,5,45,EC,P1.F,690,TRUE
2,1,5,45,EC,M,NA,TRUE
2,1,5,45,EC,Lined,1120,TRUE
2,1,5,45,EC,Unlined,690,TRUE
2,1,5,45,P,P2.A,0.48,TRUE
2,1,5,45,P,P2.B,0.48,TRUE
2,1,5,45,P,P2.C,0.48,TRUE
2,1,5,45,P,P1.D,0.26,TRUE
2,1,5,45,P,P1.E,0.26,TRUE
2,1,5,45,P,P1.F,0.26,TRUE
2,1,5,45,P,M,NA,TRUE
2,1,5,45,P,Lined,0.48,TRUE
2,1,5,45,P,Unlined,0.26,TRUE
2,1,5,45,TC,P2.A,0,TRUE
2,1,5,45,TC,P2.B,0,TRUE
2,1,5,45,TC,P2.C,0,TRUE
2,1,5,45,TC,P1.D,55,TRUE
2,1,5,45,TC,P1.E,55,TRUE
2,1,5,45,TC,P1.F,55,TRUE
2,1,5,45,TC,M,NA,TRUE
2,1,5,45,TC,Lined,0,TRUE
2,1,5,45,TC,Unlined,55,TRUE
2,1.5,1,45,pH,P2.A,8.8,TRUE
2,1.5,1,45,pH,P2.B,8.8,TRUE
2,1.5,1,45,pH,P2.C,8.8,TRUE
2,1.5,1,45,pH,P1.D,8.91,TRUE
2,1.5,1,45,pH,P1.E,8.91,TRUE
2,1.5,1,45,pH,P1.F,8.91,TRUE
2,1.5,1,45,pH,M,NA,TRUE
2,1.5,1,45,pH,Lined,8.8,TRUE
2,1.5,1,45,pH,Unlined,8.91,TRUE
2,1.5,1,45,NH4,P2.A,1.5,TRUE
2,1.5,1,45,NH4,P2.B,1.5,TRUE
2,1.5,1,45,NH4,P2.C,1.5,TRUE
2,1.5,1,45,NH4,P1.D,1.03,TRUE
2,1.5,1,45,NH4,P1.E,1.03,TRUE
2,1.5,1,45,NH4,P1.F,1.03,TRUE
2,1.5,1,45,NH4,M,NA,TRUE
2,1.5,1,45,NH4,Lined,1.5,TRUE
2,1.5,1,45,NH4,Unlined,1.03,TRUE
2,1.5,1,45,NO3,P2.A,15.6,TRUE
2,1.5,1,45,NO3,P2.B,15.6,TRUE
2,1.5,1,45,NO3,P2.C,15.6,TRUE
2,1.5,1,45,NO3,P1.D,0.8,TRUE
2,1.5,1,45,NO3,P1.E,0.8,TRUE
2,1.5,1,45,NO3,P1.F,0.8,TRUE
2,1.5,1,45,NO3,M,NA,TRUE
2,1.5,1,45,NO3,Lined,15.6,TRUE
2,1.5,1,45,NO3,Unlined,0.8,TRUE
2,1.5,1,45,EC,P2.A,697,TRUE
2,1.5,1,45,EC,P2.B,697,TRUE
2,1.5,1,45,EC,P2.C,697,TRUE
2,1.5,1,45,EC,P1.D,592,TRUE
2,1.5,1,45,EC,P1.E,592,TRUE
2,1.5,1,45,EC,P1.F,592,TRUE
2,1.5,1,45,EC,M,NA,TRUE
2,1.5,1,45,EC,Lined,697,TRUE
2,1.5,1,45,EC,Unlined,592,TRUE
2,1.5,1,45,P,P2.A,0.43,TRUE
2,1.5,1,45,P,P2.B,0.43,TRUE
2,1.5,1,45,P,P2.C,0.43,TRUE
2,1.5,1,45,P,P1.D,0.3,TRUE
2,1.5,1,45,P,P1.E,0.3,TRUE
2,1.5,1,45,P,P1.F,0.3,TRUE
2,1.5,1,45,P,M,NA,TRUE
2,1.5,1,45,P,Lined,0.43,TRUE
2,1.5,1,45,P,Unlined,0.3,TRUE
2,1.5,1,45,TC,P2.A,0,TRUE
2,1.5,1,45,TC,P2.B,0,TRUE
2,1.5,1,45,TC,P2.C,0,TRUE
2,1.5,1,45,TC,P1.D,38,TRUE
2,1.5,1,45,TC,P1.E,38,TRUE
2,1.5,1,45,TC,P1.F,38,TRUE
2,1.5,1,45,TC,M,NA,TRUE
2,1.5,1,45,TC,Lined,0,TRUE
2,1.5,1,45,TC,Unlined,38,TRUE
2,1.5,5,45,pH,P2.A,8.69,TRUE
2,1.5,5,45,pH,P2.B,8.69,TRUE
2,1.5,5,45,pH,P2.C,8.69,TRUE
2,1.5,5,45,pH,P1.D,8.79,TRUE
2,1.5,5,45,pH,P1.E,8.79,TRUE
2,1.5,5,45,pH,P1.F,8.79,TRUE
2,1.5,5,45,pH,M,NA,TRUE
2,1.5,5,45,pH,Lined,8.69,TRUE
2,1.5,5,45,pH,Unlined,8.79,TRUE
2,1.5,5,45,NH4,P2.A,0.89,TRUE
2,1.5,5,45,NH4,P2.B,0.89,TRUE
2,1.5,5,45,NH4,P2.C,0.89,TRUE
2,1.5,5,45,NH4,P1.D,1.02,TRUE
2,1.5,5,45,NH4,P1.E,1.02,TRUE
2,1.5,5,45,NH4,P1.F,1.02,TRUE
2,1.5,5,45,NH4,M,NA,TRUE
2,1.5,5,45,NH4,Lined,0.89,TRUE
2,1.5,5,45,NH4,Unlined,1.02,TRUE
2,1.5,5,45,NO3,P2.A,4.6,TRUE
2,1.5,5,45,NO3,P2.B,4.6,TRUE
2,1.5,5,45,NO3,P2.C,4.6,TRUE
2,1.5,5,45,NO3,P1.D,4.6,TRUE
2,1.5,5,45,NO3,P1.E,4.6,TRUE
2,1.5,5,45,NO3,P1.F,4.6,TRUE
2,1.5,5,45,NO3,M,NA,TRUE
2,1.5,5,45,NO3,Lined,4.6,TRUE
2,1.5,5,45,NO3,Unlined,4.6,TRUE
2,1.5,5,45,EC,P2.A,812,TRUE
2,1.5,5,45,EC,P2.B,812,TRUE
2,1.5,5,45,EC,P2.C,812,TRUE
2,1.5,5,45,EC,P1.D,367,TRUE
2,1.5,5,45,EC,P1.E,367,TRUE
2,1.5,5,45,EC,P1.F,367,TRUE
2,1.5,5,45,EC,M,NA,TRUE
2,1.5,5,45,EC,Lined,812,TRUE
2,1.5,5,45,EC,Unlined,367,TRUE
2,1.5,5,45,P,P2.A,0.64,TRUE
2,1.5,5,45,P,P2.B,0.64,TRUE
2,1.5,5,45,P,P2.C,0.64,TRUE
2,1.5,5,45,P,P1.D,0.26,TRUE
2,1.5,5,45,P,P1.E,0.26,TRUE
2,1.5,5,45,P,P1.F,0.26,TRUE
2,1.5,5,45,P,M,NA,TRUE
2,1.5,5,45,P,Lined,0.64,TRUE
2,1.5,5,45,P,Unlined,0.26,TRUE
2,1.5,5,45,TC,P2.A,0,TRUE
2,1.5,5,45,TC,P2.B,0,TRUE
2,1.5,5,45,TC,P2.C,0,TRUE
2,1.5,5,45,TC,P1.D,46,TRUE
2,1.5,5,45,TC,P1.E,46,TRUE
2,1.5,5,45,TC,P1.F,46,TRUE
2,1.5,5,45,TC,M,NA,TRUE
2,1.5,5,45,TC,Lined,0,TRUE
2,1.5,5,45,TC,Unlined,46,TRUE
2,1,0.5,175,pH,P2.A,9.35,TRUE
2,1,0.5,175,pH,P2.B,8.2,TRUE
2,1,0.5,175,pH,P2.C,8.91,TRUE
2,1,0.5,175,pH,P1.D,9.22,TRUE
2,1,0.5,175,pH,P1.E,9.18,TRUE
2,1,0.5,175,pH,P1.F,9.11,TRUE
2,1,0.5,175,pH,M,9.13,TRUE
2,1,0.5,175,pH,Lined,8.9,TRUE
2,1,0.5,175,pH,Unlined,9.16,TRUE
2,1,0.5,175,NH4,P2.A,1.02,TRUE
2,1,0.5,175,NH4,P2.B,1.1,TRUE
2,1,0.5,175,NH4,P2.C,1.02,TRUE
2,1,0.5,175,NH4,P1.D,1.01,TRUE
2,1,0.5,175,NH4,P1.E,1.33,TRUE
2,1,0.5,175,NH4,P1.F,1.33,TRUE
2,1,0.5,175,NH4,M,1.04,TRUE
2,1,0.5,175,NH4,Lined,1.05,TRUE
2,1,0.5,175,NH4,Unlined,1.18,TRUE
2,1,0.5,175,NO3,P2.A,18.6,TRUE
2,1,0.5,175,NO3,P2.B,18,TRUE
2,1,0.5,175,NO3,P2.C,17.2,TRUE
2,1,0.5,175,NO3,P1.D,12.78,TRUE
2,1,0.5,175,NO3,P1.E,12.77,TRUE
2,1,0.5,175,NO3,P1.F,18.2,TRUE
2,1,0.5,175,NO3,M,14.9,TRUE
2,1,0.5,175,NO3,Lined,17.18,TRUE
2,1,0.5,175,NO3,Unlined,14.66,TRUE
2,1,0.5,175,EC,P2.A,507,TRUE
2,1,0.5,175,EC,P2.B,683,TRUE
2,1,0.5,175,EC,P2.C,533,TRUE
2,1,0.5,175,EC,P1.D,908,TRUE
2,1,0.5,175,EC,P1.E,236,TRUE
2,1,0.5,175,EC,P1.F,263,TRUE
2,1,0.5,175,EC,M,347,TRUE
2,1,0.5,175,EC,Lined,517.5,TRUE
2,1,0.5,175,EC,Unlined,438.5,TRUE
2,1,0.5,175,P,P2.A,0.56,TRUE
2,1,0.5,175,P,P2.B,0.55,TRUE
2,1,0.5,175,P,P2.C,0.55,TRUE
2,1,0.5,175,P,P1.D,0.54,TRUE
2,1,0.5,175,P,P1.E,0.46,TRUE
2,1,0.5,175,P,P1.F,0.44,TRUE
2,1,0.5,175,P,M,0.55,TRUE
2,1,0.5,175,P,Lined,0.55,TRUE
2,1,0.5,175,P,Unlined,0.5,TRUE
2,1,0.5,175,TC,P2.A,400000,TRUE
2,1,0.5,175,TC,P2.B,6700000,TRUE
2,1,0.5,175,TC,P2.C,3800000,TRUE
2,1,0.5,175,TC,P1.D,9400000,TRUE
2,1,0.5,175,TC,P1.E,3600000,TRUE
2,1,0.5,175,TC,P1.F,1400000,TRUE
2,1,0.5,175,TC,M,8200000,TRUE
2,1,0.5,175,TC,Lined,4775000,TRUE
2,1,0.5,175,TC,Unlined,5650000,TRUE
2,1.5,0.5,175,pH,P2.A,8.12,TRUE
2,1.5,0.5,175,pH,P2.B,9.13,TRUE
2,1.5,0.5,175,pH,P2.C,8.87,TRUE
2,1.5,0.5,175,pH,P1.D,8.33,TRUE
2,1.5,0.5,175,pH,P1.E,8.46,TRUE
2,1.5,0.5,175,pH,P1.F,8.43,TRUE
2,1.5,0.5,175,pH,M,8.54,TRUE
2,1.5,0.5,175,pH,Lined,8.67,TRUE
2,1.5,0.5,175,pH,Unlined,8.44,TRUE
2,1.5,0.5,175,NH4,P2.A,1.02,TRUE
2,1.5,0.5,175,NH4,P2.B,1.2,TRUE
2,1.5,0.5,175,NH4,P2.C,1,TRUE
2,1.5,0.5,175,NH4,P1.D,1.03,TRUE
2,1.5,0.5,175,NH4,P1.E,1.2,TRUE
2,1.5,0.5,175,NH4,P1.F,1.76,TRUE
2,1.5,0.5,175,NH4,M,1.03,TRUE
2,1.5,0.5,175,NH4,Lined,1.06,TRUE
2,1.5,0.5,175,NH4,Unlined,1.26,TRUE
2,1.5,0.5,175,NO3,P2.A,18.6,TRUE
2,1.5,0.5,175,NO3,P2.B,18.5,TRUE
2,1.5,0.5,175,NO3,P2.C,18.2,TRUE
2,1.5,0.5,175,NO3,P1.D,13.9,TRUE
2,1.5,0.5,175,NO3,P1.E,12.7,TRUE
2,1.5,0.5,175,NO3,P1.F,18.5,TRUE
2,1.5,0.5,175,NO3,M,18.9,TRUE
2,1.5,0.5,175,NO3,Lined,18.55,TRUE
2,1.5,0.5,175,NO3,Unlined,16,TRUE
2,1.5,0.5,175,EC,P2.A,447,TRUE
2,1.5,0.5,175,EC,P2.B,305,TRUE
2,1.5,0.5,175,EC,P2.C,244,TRUE
2,1.5,0.5,175,EC,P1.D,769,TRUE
2,1.5,0.5,175,EC,P1.E,456,TRUE
2,1.5,0.5,175,EC,P1.F,755,TRUE
2,1.5,0.5,175,EC,M,451,TRUE
2,1.5,0.5,175,EC,Lined,361.75,TRUE
2,1.5,0.5,175,EC,Unlined,607.75,TRUE
2,1.5,0.5,175,P,P2.A,0.56,TRUE
2,1.5,0.5,175,P,P2.B,0.54,TRUE
2,1.5,0.5,175,P,P2.C,0.54,TRUE
2,1.5,0.5,175,P,P1.D,0.56,TRUE
2,1.5,0.5,175,P,P1.E,0.43,TRUE
2,1.5,0.5,175,P,P1.F,593.5,TRUE
2,1.5,0.5,175,P,M,0.54,TRUE
2,1.5,0.5,175,P,Lined,0.55,TRUE
2,1.5,0.5,175,P,Unlined,148.76,TRUE
2,1.5,0.5,175,TC,P2.A,0,TRUE
2,1.5,0.5,175,TC,P2.B,4600000,TRUE
2,1.5,0.5,175,TC,P2.C,1800000,TRUE
2,1.5,0.5,175,TC,P1.D,2100000,TRUE
2,1.5,0.5,175,TC,P1.E,0,TRUE
2,1.5,0.5,175,TC,P1.F,1700000,TRUE
2,1.5,0.5,175,TC,M,9400000,TRUE
2,1.5,0.5,175,TC,Lined,3950000,TRUE
2,1.5,0.5,175,TC,Unlined,3300000,TRUE
2,1.5,1,175,pH,P2.A,8.2,TRUE
2,1.5,1,175,pH,P2.B,8.91,TRUE
2,1.5,1,175,pH,P2.C,9.13,TRUE
2,1.5,1,175,pH,P1.D,8.93,TRUE
2,1.5,1,175,pH,P1.E,8.13,TRUE
2,1.5,1,175,pH,P1.F,8.3,TRUE
2,1.5,1,175,pH,M,NA,TRUE
2,1.5,1,175,pH,Lined,8.75,TRUE
2,1.5,1,175,pH,Unlined,8.45,TRUE
2,1.5,1,175,NH4,P2.A,1.03,TRUE
2,1.5,1,175,NH4,P2.B,1.5,TRUE
2,1.5,1,175,NH4,P2.C,1.65,TRUE
2,1.5,1,175,NH4,P1.D,1.03,TRUE
2,1.5,1,175,NH4,P1.E,1.32,TRUE
2,1.5,1,175,NH4,P1.F,0.95,TRUE
2,1.5,1,175,NH4,M,NA,TRUE
2,1.5,1,175,NH4,Lined,1.39,TRUE
2,1.5,1,175,NH4,Unlined,1.1,TRUE
2,1.5,1,175,NO3,P2.A,18.2,TRUE
2,1.5,1,175,NO3,P2.B,18.3,TRUE
2,1.5,1,175,NO3,P2.C,18.4,TRUE
2,1.5,1,175,NO3,P1.D,13,TRUE
2,1.5,1,175,NO3,P1.E,13.6,TRUE
2,1.5,1,175,NO3,P1.F,18.3,TRUE
2,1.5,1,175,NO3,M,NA,TRUE
2,1.5,1,175,NO3,Lined,18.3,TRUE
2,1.5,1,175,NO3,Unlined,14.97,TRUE
2,1.5,1,175,EC,P2.A,683,TRUE
2,1.5,1,175,EC,P2.B,245,TRUE
2,1.5,1,175,EC,P2.C,286,TRUE
2,1.5,1,175,EC,P1.D,301,TRUE
2,1.5,1,175,EC,P1.E,907,TRUE
2,1.5,1,175,EC,P1.F,466,TRUE
2,1.5,1,175,EC,M,NA,TRUE
2,1.5,1,175,EC,Lined,404.67,TRUE
2,1.5,1,175,EC,Unlined,558,TRUE
2,1.5,1,175,P,P2.A,0.54,TRUE
2,1.5,1,175,P,P2.B,0.63,TRUE
2,1.5,1,175,P,P2.C,0.5,TRUE
2,1.5,1,175,P,P1.D,0.55,TRUE
2,1.5,1,175,P,P1.E,0.57,TRUE
2,1.5,1,175,P,P1.F,0.04,TRUE
2,1.5,1,175,P,M,NA,TRUE
2,1.5,1,175,P,Lined,0.56,TRUE
2,1.5,1,175,P,Unlined,0.39,TRUE
2,1.5,1,175,TC,P2.A,6500000,TRUE
2,1.5,1,175,TC,P2.B,1200000,TRUE
2,1.5,1,175,TC,P2.C,1500000,TRUE
2,1.5,1,175,TC,P1.D,5500000,TRUE
2,1.5,1,175,TC,P1.E,3600000,TRUE
2,1.5,1,175,TC,P1.F,1500000,TRUE
2,1.5,1,175,TC,M,NA,TRUE
2,1.5,1,175,TC,Lined,3066666.67,TRUE
2,1.5,1,175,TC,Unlined,3533333.33,TRUE
2,1,0.5,198,pH,P2.A,9.3,TRUE
2,1,0.5,198,pH,P2.B,9.02,TRUE
2,1,0.5,198,pH,P2.C,9,TRUE
2,1,0.5,198,pH,P1.D,9.32,TRUE
2,1,0.5,198,pH,P1.E,9.14,TRUE
2,1,0.5,198,pH,P1.F,8.7,TRUE
2,1,0.5,198,pH,M,9.45,TRUE
2,1,0.5,198,pH,Lined,9.19,TRUE
2,1,0.5,198,pH,Unlined,9.15,TRUE
2,1,0.5,198,NH4,P2.A,NA,TRUE
2,1,0.5,198,NH4,P2.B,NA,TRUE
2,1,0.5,198,NH4,P2.C,NA,TRUE
2,1,0.5,198,NH4,P1.D,NA,TRUE
2,1,0.5,198,NH4,P1.E,NA,TRUE
2,1,0.5,198,NH4,P1.F,NA,TRUE
2,1,0.5,198,NH4,M,NA,TRUE
2,1,0.5,198,NH4,Lined,NA,TRUE
2,1,0.5,198,NH4,Unlined,NA,TRUE
2,1,0.5,198,NO3,P2.A,8.9,TRUE
2,1,0.5,198,NO3,P2.B,2,TRUE
2,1,0.5,198,NO3,P2.C,0.6,TRUE
2,1,0.5,198,NO3,P1.D,11.6,TRUE
2,1,0.5,198,NO3,P1.E,2.8,TRUE
2,1,0.5,198,NO3,P1.F,15.8,TRUE
2,1,0.5,198,NO3,M,3.2,TRUE
2,1,0.5,198,NO3,Lined,3.68,TRUE
2,1,0.5,198,NO3,Unlined,8.35,TRUE
2,1,0.5,198,EC,P2.A,537,TRUE
